Key,Value
skill1_name_Carrot,Sharp Illusion
skill1_desc1_Carrot,Teleports to the back of the enemy with the highest MP and slashes their vital point 5 times with a sharp knife. Deals physical damage equal to 120% of ATK per hit.
skill1_desc2_Carrot,Silences the enemy for 3 seconds.
skill1_desc3_Carrot,Deals additional 3% damage per 1% of enemy's MP.
skill1_desc4_Carrot,
skill2_name_Carrot,Shadow of Darkness
skill2_desc1_Carrot,Hides in the shadows and avoids being targeted for 3 seconds.
skill2_desc2_Carrot,Increases the duration time of avoiding being targeted to 4 seconds.
skill2_desc3_Carrot,Accelerates normal attack and skill casting speeds while the skill is in effect.
skill2_desc4_Carrot,Increases the duration time of avoiding being targeted to 5 seconds.
skill3_name_Carrot,Sudden Swipe
skill3_desc1_Carrot,"At the start of a battle, teleports to the back of the enemy with the lowest DEF and attacks to disarm them. Deals physical damage equal to 120% of ATK and disarms the enemy for 3 seconds."
skill3_desc2_Carrot,Increases the duration time of disarm to 4 seconds.
skill3_desc3_Carrot,
skill3_desc4_Carrot,
skill4_name_Carrot,
skill4_desc1_Carrot,
skill4_desc2_Carrot,
skill4_desc3_Carrot,
skill4_desc4_Carrot,
skill1_name_Skyblue,Bullet Shower
skill1_desc1_Skyblue,Showers bullets upon all enemies within range. Deals physical damage equal to 80% of ATK to all enemies within range until the bullets stop.
skill1_desc2_Skyblue,Increases the damage to 90% of ATK and also recovers a small amount of MP when an enemy is hit.
skill1_desc3_Skyblue,Increases the damage to 100% of ATK.
skill1_desc4_Skyblue,
skill2_name_Skyblue,Suppressing Fire
skill2_desc1_Skyblue,Fires rifle 3 times in a row to suppress an enemy. Each shot deals physical damage equal to 80% of ATK.
skill2_desc2_Skyblue,Increases the damage per shot to 90% of ATK.
skill2_desc3_Skyblue,Reduces normal attack and skill casting speeds of the enemy hit for 3 seconds.
skill2_desc4_Skyblue,Increases the damage to 100% of ATK and guarantees Critical Hit if the enemy's HP is 20% or less.
skill3_name_Skyblue,Hollow Point Bullet
skill3_desc1_Skyblue,Increases ATK by 10%.
skill3_desc2_Skyblue,Adds 50% chance to Bleed which deals damage equal to 5% of ATK per second for 3 seconds on normal and skill attacks.
skill3_desc3_Skyblue,
skill3_desc4_Skyblue,
skill4_name_Skyblue,
skill4_desc1_Skyblue,
skill4_desc2_Skyblue,
skill4_desc3_Skyblue,
skill4_desc4_Skyblue,
skill1_name_Goldshield,Wall of Protection
skill1_desc1_Goldshield,Creates a barrier with 270% of ATK as its durability to protect allies. The barrier lasts for 5 seconds.
skill1_desc2_Goldshield,Slightly Accelerates normal attack and skill casting speeds while the barrier lasts.
skill1_desc3_Goldshield,The barrier's durability becomes equal to 320% of ATK.
skill1_desc4_Goldshield,
skill2_name_Goldshield,Shield Bash
skill2_desc1_Goldshield,Mightily swings a shield to attack an enemy. Deals physical damage equal to 120% of ATK.
skill2_desc2_Goldshield,Pushed the target back greatly and inflict Stun for 3 seconds.
skill2_desc3_Goldshield,Increases the damage to 140% of ATK.
skill2_desc4_Goldshield,Increases the damage to 150% and the duration time of Stun to 4 seconds.
skill3_name_Goldshield,Iron Will
skill3_desc1_Goldshield,Decreases damage received through enemy attack by 10% each time when an ally is killed.
skill3_desc2_Goldshield,Slightly increases MP Recovery each time when an ally is killed.
skill3_desc3_Goldshield,
skill3_desc4_Goldshield,
skill4_name_Goldshield,
skill4_desc1_Goldshield,
skill4_desc2_Goldshield,
skill4_desc3_Goldshield,
skill4_desc4_Goldshield,
skill1_name_Monk,Inner Power
skill1_desc1_Monk,Awakens the inner power to increase ATK by 30% This skill's effect can stack up to 3 times when reused.
skill1_desc2_Monk,Decreases damage received from enemy by 15%.
skill1_desc3_Monk,Increases max number of stacks to 4.
skill1_desc4_Monk,
skill2_name_Monk,Shockwave
skill2_desc1_Monk,Smashes the ground to deal physical damage equal to 100% of ATK on nearby enemies and Stuns them for 3 seconds.
skill2_desc2_Monk,Increases the damage to 120% of ATK.
skill2_desc3_Monk,Increases the duration time of Stun to 4 seconds.
skill2_desc4_Monk,Increases the damage to 150% of ATK.
skill3_name_Monk,Hadoken
skill3_desc1_Monk,Concentrates energy and blasts forth a wave that attacks multiple enemies. Deals physical damage equal to 90% of ATK.
skill3_desc2_Monk,Slightly reduces the normal attack and skill casting speeds of the enemy hit.
skill3_desc3_Monk,
skill3_desc4_Monk,
skill4_name_Monk,
skill4_desc1_Monk,
skill4_desc2_Monk,
skill4_desc3_Monk,
skill4_desc4_Monk,
skill1_name_Redhood,Tracking Arrow
skill1_desc1_Redhood,Fires a bundle of arrows charged with magical power to the enemy with the lowest Combat Power. Deals physical damage equal to 110% of ATK to all enemies within range until the skill ends and slightly reduces their normal attack and skill casting speeds for 5 seconds.
skill1_desc2_Redhood,Increases the damage to 120% of ATK.
skill1_desc3_Redhood,Increases the damage to 130% of ATK and extend the reducing time of normal attack and skill casting speeds to 7 seconds.
skill1_desc4_Redhood,
skill2_name_Redhood,Mark of Prey
skill2_desc1_Redhood,Fires an arrow at the enemy with lowest Combat Power and marks them. Deals damage equal to 120% of ATK and recovers HP per mark by 5% of the damage the marked enemy receives.
skill2_desc2_Redhood,Increases the damage to 130% of ATK.
skill2_desc3_Redhood,Increases the HP recovery per mark to 7% of damage.
skill2_desc4_Redhood,Increases the damage to 150% of ATK.
skill3_name_Redhood,Scapegoat
skill3_desc1_Redhood,"Fires an arrow at the enemy with lowest HP. Deals damage equal to 100% of ATK. If the target was marked, destroys all marks and deals additional damage of 50% per mark."
skill3_desc2_Redhood,Increases the additional damage per mark to 70% of ATK.
skill3_desc3_Redhood,"If the mark gets destroyed, deals Bleeding damage equal to 5% of additional damage for 5 seconds."
skill3_desc4_Redhood,
skill4_name_Redhood,Hysteria
skill4_desc1_Redhood,"If an enemy is nearby, boosts Accuracy by 80 and Critical Hit Chance by 25%."
skill4_desc2_Redhood,Increases the Accuracy boost to 120. Also increases Critical Hit damage by 25%.
skill4_desc3_Redhood,Increases the Accuracy boost to 160 and Critical Hit Chance boost by 30%.
skill4_desc4_Redhood,
skill1_name_Highelf,Glaring Swords
skill1_desc1_Highelf,Summons swords of light and pour them upon the enemies. Deals magical damage equal to 70% of ATK and Blinds targets for 3 seconds.
skill1_desc2_Highelf,Increases the damage to 80% of ATK.
skill1_desc3_Highelf,Increases the damage to 90% of ATK and the duration time of Blind to 5 seconds.
skill1_desc4_Highelf,
skill2_name_Highelf,Exploding Light
skill2_desc1_Highelf,"Throws a bomb made of light and explodes it, damaging all enemies within its range. Deals magical damage equal to 150% of ATK."
skill2_desc2_Highelf,Increases the damage to 170% of ATK.
skill2_desc3_Highelf,"Blinds enemies with light, greatly reducing their Accuracy for 3 seconds."
skill2_desc4_Highelf,Increases the damage to 200% of ATK.
skill3_name_Highelf,Wrath of the Past
skill3_desc1_Highelf,"By receiving an attack during battle, boosts Critical Hit Chance by 12% for 4 seconds."
skill3_desc2_Highelf,"If the attack lands as a Critical Hit upon an enemy, increases the damage by 4% for 4 seconds. This effect can stack up to 6 times."
skill3_desc3_Highelf,Increases the Critical Hit Chance boost to20%.
skill3_desc4_Highelf,
skill4_name_Highelf,Ancient Law
skill4_desc1_Highelf,Targets the ally with the highest ATK excluding herself and boosts the ally’s ATK by 15% and Critical Hit Chance by 15% for 5 seconds.
skill4_desc2_Highelf,Increases the target to 2 allies with the highest ATK.
skill4_desc3_Highelf,Increases the ATK boost to 20% and the Critical Hit Chance boost to 20%.
skill4_desc4_Highelf,
skill1_name_Bullygirl,Ambush
skill1_desc1_Bullygirl,Makes a sudden movement and stabs a nearby enemy. Deals physical damage equal to 170% of ATK and pushes the enemy back.
skill1_desc2_Bullygirl,Bleeds the target by 60% chance dealing physical damage equal to 40% of ATK for 5 seconds.
skill1_desc3_Bullygirl,Increases the chance to Bleed the target 80%.
skill1_desc4_Bullygirl,
skill2_name_Bullygirl,Intimidation
skill2_desc1_Bullygirl,Bangs her shield and shouts out loud to intimidate enemies. Decreases all enemies' ATK by 30% for 7 seconds.
skill2_desc2_Bullygirl,Reduces enemies' normal attack and skill casting speeds.
skill2_desc3_Bullygirl,Inflicts Fear on enemies with 45% or lower HP for 3 seconds.
skill2_desc4_Bullygirl,Increases the duration time of reducing enemies’ ATK to 10 seconds.
skill3_name_Bullygirl,Extortion
skill3_desc1_Bullygirl,Swings the sword down upon a nearby enemy. Deals physical damage equal to 120% of ATK.
skill3_desc2_Bullygirl,"If the target was Intimidated, steals 10% of their current MP."
skill3_desc3_Bullygirl,Increases the damage to 150% of ATK.
skill3_desc4_Bullygirl,
skill4_name_Bullygirl,Vigor
skill4_desc1_Bullygirl,"The less the HP, the more the DEF. Boosts DEF by 1% per 1% of lost HP."
skill4_desc2_Bullygirl,Increases the DEF boost per 1% of lost HP to 1.2%.
skill4_desc3_Bullygirl,Also increases ATK by 1% per 1% of lost HP.
skill4_desc4_Bullygirl,
skill1_name_Blacksmith,Shatter
skill1_desc1_Blacksmith,"Jumps up high and strikes upon and enemy hard with blacksmith hammer, crushing their armor. Deals physical damage equal to 250% of ATK and decreases DEF by 30% for 10 seconds."
skill1_desc2_Blacksmith,"If the target enemy was a Knight or a Warrior, shards of their crushed armor deals physical damage equal to 50% of the damage dealt on the target to nearby enemies."
skill1_desc3_Blacksmith,Increases the DEF reduction rate to 40% including the shards' damage to 100%.
skill1_desc4_Blacksmith,
skill2_name_Blacksmith,Cling Clang
skill2_desc1_Blacksmith,"Damages the enemy’s weapon with a powerful strike, decreasing their ATK. Deals physical damage equal to 150% of ATK and decreases the target’s ATK by 15%. This effect can stack up to 3 times."
skill2_desc2_Blacksmith,Increases the damage to 170% of ATK.
skill2_desc3_Blacksmith,Increases max number of stacks to 5 times.
skill2_desc4_Blacksmith,"If max number of stacks is exceeded, inflicts Fear on the target for 4 seconds."
skill3_name_Blacksmith,Temporary Repair
skill3_desc1_Blacksmith,Throws a magical hammer and repairs armor for an ally at the front. Boosts the DEF of the target ally by 50% for 8 seconds.
skill3_desc2_Blacksmith,Increases the DEF boost to 60% and removes all debuff effects.
skill3_desc3_Blacksmith,
skill3_desc4_Blacksmith,
skill4_name_Blacksmith,
skill4_desc1_Blacksmith,
skill4_desc2_Blacksmith,
skill4_desc3_Blacksmith,
skill4_desc4_Blacksmith,
skill1_name_Pirate,Bombardment
skill1_desc1_Pirate,Requests its pirate ship to bombard the enemies. Deals physical damage equal to 80% of ATK.
skill1_desc2_Pirate,Deals additional physical damage equal to 50% of ATK upon enemies under the effect of Raging Sea Wave.
skill1_desc3_Pirate,Increases the damage to 90% of ATK.
skill1_desc4_Pirate,
skill2_name_Pirate,Piracy
skill2_desc1_Pirate,"Attacks the enemy with the lowest DEF twice and put Mark of Pirates on the target. Deals physical damage equal to 100% of ATK and inflicts Mark of Pirates for 6 seconds. Whenever the marked enemy receives damage, steals 3% of the enemy’s MP."
skill2_desc2_Pirate,Increases the damage to 120% of ATK.
skill2_desc3_Pirate,Increases the amount of MP it steals from the enemy with Mark of Pirates to 4%.
skill2_desc4_Pirate,"If the enemy with Mark of Pirates are killed, increases every allies' MP by 20."
skill3_name_Pirate,Raging Sea Wave
skill3_desc1_Pirate,Calls forth a rough sea wave to make the enemies stumble. Pushes back all targets and reduces their Accuracy for 6 seconds.
skill3_desc2_Pirate,Stuns all enemies hit by the sea wave for 1.5 seconds.
skill3_desc3_Pirate,Increases the distance the sea wave pushes back.
skill3_desc4_Pirate,
skill4_name_Pirate,Close Quarters!
skill4_desc1_Pirate,Boosts the ATK of an ally who uses physical attack by 20% for 5 seconds.
skill4_desc2_Pirate,Increases the duration time of ATK boost to 7 seconds.
skill4_desc3_Pirate,Increases the duration time of ATK boost to 9 seconds.
skill4_desc4_Pirate,
skill1_name_Gambler,Charming Heart
skill1_desc1_Gambler,"Charms an enemy with the highest ATK, compelling the enemy to attack its allies. Charmed enemies can only use normal attacks, and the effect lasts for 7 seconds. Leaves a Card of Heart mark upon the target."
skill1_desc2_Gambler,Increases the duration time of Charm to 9 seconds.
skill1_desc3_Gambler,"When Charm effect ends, deals magical damage equal to 150% of ATK."
skill1_desc4_Gambler,
skill2_name_Gambler,Swindling Spade
skill2_desc1_Gambler,Throws a magical card to attack an enemy. Deals magical damage equal to 120% of ATK. Marks the target with Card of Spade.
skill2_desc2_Gambler,Reduces the Accuracy of the enemy for 7 seconds.
skill2_desc3_Gambler,Increases the damage to 140% of ATK.
skill2_desc4_Gambler,Increases the damage to 160% of ATK.
skill3_name_Gambler,Deceiving Diamond
skill3_desc1_Gambler,Taunts the enemy who has the highest Mana and tricks them to attack their ally who has a highest DEF for 7 seconds. It also marks the target with the Card of Diamond.
skill3_desc2_Gambler,Reduces the ATK of the Taunted enemy by 30%.
skill3_desc3_Gambler,Increases the duration time of Taunt to 9 seconds.
skill3_desc4_Gambler,
skill4_name_Gambler,four of a Kind
skill4_desc1_Gambler,"Normal attacks randomly leave one mark among Card of Spade, Heart, Clover, and Diamond. When an enemy gets all 4 marks, the marks explode and deal magical damage equal to 200% of ATK."
skill4_desc2_Gambler,Increases the duration time of card marks to 20 seconds.
skill4_desc3_Gambler,Increases the damage to 300% of ATK.
skill4_desc4_Gambler,
skill1_name_Baba,Battle Cry
skill1_desc1_Baba,Shouts a sonorous cry to taunt every enemy and creates a physical barrier with 60% of its HP as durability. The Taunt effect and the barrier last for 7 seconds.
skill1_desc2_Baba,"Becomes immune to status effects, and if the barrier remains until the end of its duration, recovers HP by 10% of its max HP."
skill1_desc3_Baba,Increases the barrier's durability to 70% of its HP.
skill1_desc4_Baba,
skill2_name_Baba,Hard Leather
skill2_desc1_Baba,"Enhances a shield using layers of hard leather, boosting DEF by 30% for 5 seconds."
skill2_desc2_Baba,"While the skill is in effect, increases HP recovery by 10%."
skill2_desc3_Baba,Increases the DEF boost to 40%.
skill2_desc4_Baba,Increases duration to 7 seconds.
skill3_name_Baba,Hunger
skill3_desc1_Baba,Attack power increases 5% and movement speed decrease little by little in every 10 seconds.(It stacks up 8 times.)
skill3_desc2_Baba,"If HP becomes 50% or below, increases the ATK boost to 10%."
skill3_desc3_Baba,"If it succeeds in killing an enemy, slowly recover HP by 20% of the killed enemy's HP over 10 seconds."
skill3_desc4_Baba,
skill4_name_Baba,Brochette Hole
skill4_desc1_Baba,Uses a spear to penetrate enemies within range. Deals physical damage equal to 120% of ATK and pushes them back.
skill4_desc2_Baba,Targets receive Bleeding damage equal to 10% of ATK for 10 seconds.
skill4_desc3_Baba,Increases Bleeding damage to 20% of ATK.
skill4_desc4_Baba,
skill1_name_Crusader,Annihilation
skill1_desc1_Crusader,Strikes an enemy with the lowest DEF down 5 times in a row with a giant axe. Each strike deals physical damage equal to 110% of ATK. Becomes immune to all debuff effects while performing this skill.
skill1_desc2_Crusader,Deals additional damage of 5% per Vengeance.
skill1_desc3_Crusader,Increases the damage to 130% of ATK.
skill1_desc4_Crusader,
skill2_name_Crusader,Punishment
skill2_desc1_Crusader,Uppercuts the enemy with the lowest DEF with an axe to launch them into the air. Deals physical damage equal to120% of ATK.
skill2_desc2_Crusader,Increases the damage to 130% of ATK.
skill2_desc3_Crusader,Recovers HP by 10% of the damage dealt.
skill2_desc4_Crusader,Increases the damage to 140% of ATK.
skill3_name_Crusader,Overreaction
skill3_desc1_Crusader,"Heightens alertness upon enemies, accelerating normal attack and skill casting speeds by 7 seconds."
skill3_desc2_Crusader,"If the character kills an enemy during the duration of this skill, the duration time resets."
skill3_desc3_Crusader,Increases the duration time to 10 seconds.
skill3_desc4_Crusader,
skill4_name_Crusader,Vengeance
skill4_desc1_Crusader,"Stacks Vengeance when attacked by enemies, boosting ATK by 5%. The effect can stack up to 12 times and resets by killing an enemy."
skill4_desc2_Crusader,Increases the ATK boost to 7%.
skill4_desc3_Crusader,"If Vengeance resets by killing an enemy, recovers HP by 20%."
skill4_desc4_Crusader,
skill1_name_Jungle,Sharp Javelin
skill1_desc1_Jungle,Throws a giant javelin to penetrate every enemy in a line. Deals physical damage equal to 220% of ATK.
skill1_desc2_Jungle,Recovers MP by 10 per enemy hit.
skill1_desc3_Jungle,Increases the damage to 250% of ATK.
skill1_desc4_Jungle,
skill2_name_Jungle,Poisoned Javelin
skill2_desc1_Jungle,Throws a poisoned javelin at an enemy. Deals physical damage equal to 120% of ATK and Poison the enemy. Poisoned target receives additional damage equal to 5% of ATK for 7 seconds.
skill2_desc2_Jungle,Decreases the normal attack and skill casting speeds of the Poisoned enemy.
skill2_desc3_Jungle,Increases the damage to 130% and the additional damage by Poison to 7%.
skill2_desc4_Jungle,Increases the additional damage by Poison to 9%.
skill3_name_Jungle,Living Vines
skill3_desc1_Jungle,Entangles a nearby enemy making them unable to move for 5 seconds. This effect only activates once in 20 seconds.
skill3_desc2_Jungle,The vines' poison makes the entangled enemy unable to avoid any attack.
skill3_desc3_Jungle,
skill3_desc4_Jungle,
skill4_name_Jungle,
skill4_desc1_Jungle,
skill4_desc2_Jungle,
skill4_desc3_Jungle,
skill4_desc4_Jungle,
skill1_name_Ladydeath,Invisible Terror
skill1_desc1_Ladydeath,"Fires several bolts to the ground, which then emerge below the enemies. Deals physical damage equal to 220% of ATK and launches the enemy to the air."
skill1_desc2_Ladydeath,Increases the damage to 240% of ATK.
skill1_desc3_Ladydeath,Increases the damage to 260% of ATK.
skill1_desc4_Ladydeath,
skill2_name_Ladydeath,Rusty Bolt
skill2_desc1_Ladydeath,Fires a rusted bolt to a nearby enemy. Enemy infected with tetanus and receive the physical damage 140% of attack power. The infected enemy will be turned in 5second with 40% of change for 2 second.
skill2_desc2_Ladydeath,Increases the damage to 150% of ATK.
skill2_desc3_Ladydeath,Increases the chance to Stun the enemy infected with Tetanus by 50%.
skill2_desc4_Ladydeath,Increases the damage to 160% of ATK.
skill3_name_Ladydeath,Numb
skill3_desc1_Ladydeath,"Makes an ally in front unable to feel pain by blocking their senses, decreasing the damage they receive by 30% for 8 seconds."
skill3_desc2_Ladydeath,Increases the duration time to 10 seconds.
skill3_desc3_Ladydeath,Increases the amount of damage decreased to 40%.
skill3_desc4_Ladydeath,
skill4_name_Ladydeath,Scent of Death
skill4_desc1_Ladydeath,"Sprays corrosive fog over the enemies, lowering their Accuracy and decreasing their ATK by 10% for 10 seconds."
skill4_desc2_Ladydeath,"The fog deteriorates Tetanus, increasing the duration time of Stun to 3 seconds."
skill4_desc3_Ladydeath,Deals magical damage equal to 20% of ATK upon the enemies in the fog.
skill4_desc4_Ladydeath,
skill1_name_Darkelf,Gruesome Torture
skill1_desc1_Darkelf,"Casts a dark spell, causing excruciating pain on an enemy. Deals magical damage equal to 80% of ATK for 5 seconds and makes the target scream painfully, inflicting Fear on themselves and enemies nearby for 3 seconds."
skill1_desc2_Darkelf,Increases the damage to 90% of ATK.
skill1_desc3_Darkelf,Increases the duration time of Fear to 5 seconds.
skill1_desc4_Darkelf,
skill2_name_Darkelf,Visceral Rupture
skill2_desc1_Darkelf,Use terrible black magic that causes organ damage on the enemy with the lowest HP. The enemy receives the magic damage with 120% of ATK and bleeds for 7 second with 20% of ATK.
skill2_desc2_Darkelf,Absorbs 50% of the Bleeding damage and recovers HP.
skill2_desc3_Darkelf,Increases the damage to 130% of ATK.
skill2_desc4_Darkelf,Absorbs 100% of the Bleeding damage and recovers HP.
skill3_name_Darkelf,Brand of Sacrifice
skill3_desc1_Darkelf,"At the beginning of a battle, consumes 30% of its current HP and brands the enemy with the lowest HP. The branded enemy receives damage 10% more."
skill3_desc2_Darkelf,"If the branded enemy dies, sacrifices them as an offering to heal all allies' HP by 40% of the enemy’s max HP."
skill3_desc3_Darkelf,Increases the damage upon branded enemy to 20% and the amount of HP healed to 50%.
skill3_desc4_Darkelf,
skill4_name_Darkelf,Bond of Darkness
skill4_desc1_Darkelf,"Bonds with an ally with the highest HP at the moment for 15 seconds. While Bonded, recovers HP by 10% of the damage received by the bonded ally."
skill4_desc2_Darkelf,Increases the duration time of Bond to 20 seconds.
skill4_desc3_Darkelf,"If the bonded ally dies, receives 100 MP."
skill4_desc4_Darkelf,
skill1_name_Nun,Snipe
skill1_desc1_Nun,"Snipes the enemy with the lowest Combat Power using a bullet charged with divine power. Deals magical damage equal to 200% of ATK. Damage increases up to 160% by distance. The further the enemy is, the more the damage."
skill1_desc2_Nun,Increases the Critical Hit Chance of Snipe by 15%.
skill1_desc3_Nun,"If Snipe lands a Critical Hit, then the Critical Hit Chance of the next Snipe increases by another 30%."
skill1_desc4_Nun,
skill2_name_Nun,Blind Fire
skill2_desc1_Nun,Fires 4 bullets in a row at a random enemy. Deals physical damage equal to 80% of ATK.
skill2_desc2_Nun,Increases the damage to 90% of ATK.
skill2_desc3_Nun,"If used while Rapid Reload is in effect, recovers additional 5 MP every time Blind Fire hits."
skill2_desc4_Nun,Increases the damage to 100% of ATK.
skill3_name_Nun,Rapid Reload
skill3_desc1_Nun,Accelerates normal attack and skill casting speeds for 10 seconds.
skill3_desc2_Nun,Increases the Accuracy by 120 during the duration of the skill.
skill3_desc3_Nun,Increases the duration time to 12 seconds and increases the Accuracy boost to 160.
skill3_desc4_Nun,
skill4_name_Nun,Piety
skill4_desc1_Nun,"If an attack lands as a Critical Hit, recovers 10 MP."
skill4_desc2_Nun,Increases the Critical Hit Chance for normal attacks by 5%.
skill4_desc3_Nun,Increases the amount of MP recovery when an attack lands as a Critical Hit to 20.
skill4_desc4_Nun,
skill1_name_Ice,Arctic Blizzard
skill1_desc1_Ice,"Summons a blizzard in the middle of enemy’s formation and attacks them for 5 seconds. Deals magical damage equal to 80% of ATK and inflicts Frostbite which lowers normal attack, skill casting, and movement speeds for 7 seconds by 30% chance."
skill1_desc2_Ice,"If the ice gets destroyed before melting away, the enemy receives damage equal to 20% of their max HP."
skill1_desc3_Ice,Increases the damage dealt when the ice gets destroyed to 30% of the enemy's max HP.
skill1_desc4_Ice,
skill2_name_Ice,Sharp Ice Shard
skill2_desc1_Ice,Creates a sharp ice shard and throws it at an enemy. Deals magical damage equal to 130% of ATK.
skill2_desc2_Ice,Increases the damage to 140% of ATK.
skill2_desc3_Ice,Increases the damage to 150% of ATK.
skill2_desc4_Ice,Inflicts Frostbite on the enemy by 100% chance.
skill3_name_Ice,Burning Up Calories
skill3_desc1_Ice,"If its HP is 70% or higher, consumes 20% of HP to boosts ATK by 20% on every 15 seconds. This effect lasts for 8 seconds."
skill3_desc2_Ice,Increases the ATK boost to 25%.
skill3_desc3_Ice,Increases ATK boost to 30%.
skill3_desc4_Ice,
skill4_name_Ice,Fatal Frostbite
skill4_desc1_Ice,"Normal attack inflicts Frostbite by 35% chance. Frostbite can stack up to 3 times and if the number reaches its limit, it converts into Freeze status. A Frozen enemy gets imprisoned in a lump of ice with 20% of their max HP as its durability, for 8 seconds."
skill4_desc2_Ice,Increases the duration time of Frostbite to 8 seconds.
skill4_desc3_Ice,Increases the duration time of Frostbite to 9 seconds.
skill4_desc4_Ice,
skill1_name_Cook,Another!
skill1_desc1_Cook,"Gives all allies the best dish made of magic, healing their HP by 150% of ATK. If allies have Full effects, digests them and additionally heals their HP by 100% of ATK per effect."
skill1_desc2_Cook,Increase the amount of HP healed per Full effect to 110% of ATK.
skill1_desc3_Cook,Allies without any Full effect gets 2 Full effects.
skill1_desc4_Cook,
skill2_name_Cook,Delicious Meal
skill2_desc1_Cook,"Gives all allies a meal made of magic, healing their HP by 20% of ATK per second for 7 seconds. Allies get one Full effect when healing ends."
skill2_desc2_Cook,Increases the duration time to 9 seconds.
skill2_desc3_Cook,Increases the amount of HP healed per second to 30% of ATK.
skill2_desc4_Cook,Receives one additional Full effect by 25% chance.
skill3_name_Cook,Instant Cooking
skill3_desc1_Cook,"Gives the ally with the lowest HP a hastily made dish, healing their HP. Heals the ally's HP by 110% of ATK."
skill3_desc2_Cook,Earns one Full effect.
skill3_desc3_Cook,Increases the healing amount to 120% of ATK.
skill3_desc4_Cook,
skill4_name_Cook,Emergency Food
skill4_desc1_Cook,"Gives a random ally one Emergency Food which recovers 10% of HP when the ally’s HP is 50% or less. An ally can have up to 2 Emergency Foods, and can only be used one at a time. (Emergency Food reuse cooldown: 12 seconds)"
skill4_desc2_Cook,Increases the amount of HP healed with Emergency Food to 15%.
skill4_desc3_Cook,Increases the max number of Emergency Foods an ally can hold to 3.
skill4_desc4_Cook,
skill1_name_Fiance,Thorn of Rose
skill1_desc1_Fiance,Creates a barrier with thorns which lasts 7 seconds and reflects 80% of the damage received. The barrier has 100% of her HP as its durability.
skill1_desc2_Fiance,"If the barrier remains until end of its duration time, propels the thorns away to deal physical damage equal to 200% of ATK upon nearby enemies."
skill1_desc3_Fiance,Increases the damage reflected to 100% of the damage received.
skill1_desc4_Fiance,
skill2_name_Fiance,Axe of Justice
skill2_desc1_Fiance,Swings the axe down with all her might upon a nearby enemy. Deals physical damage equal to 120% of ATK.
skill2_desc2_Fiance,The enemy hit receives 10% more physical damage for 10 seconds.
skill2_desc3_Fiance,Increases the damage to 130% of ATK.
skill2_desc4_Fiance,Increases the damage to 140% of ATK.
skill3_name_Fiance,Charming Rose
skill3_desc1_Fiance,"Taunts 1 enemies with the highest ATK using a charming rose, making them attack her for 7 seconds."
skill3_desc2_Fiance,Decreases the ATK of the taunted enemies by 20%.
skill3_desc3_Fiance,Taunts 1 more enemies.
skill3_desc4_Fiance,
skill4_name_Fiance,Bodyguard
skill4_desc1_Fiance,Designates an ally with the lowest HP and takes 30% of the damage they receive instead of them for 10 seconds.
skill4_desc2_Fiance,Increases the duration time to 15 seconds.
skill4_desc3_Fiance,Increases the amount of damage it takes instead of the ally 50%.
skill4_desc4_Fiance,
skill1_name_Alchemy,New product from Alchedonia
skill1_desc1_Alchemy,"Throws a recovery potion made using secret alchemy to an ally with lowest HP at the moment, healing their HP by 220% of ATK."
skill1_desc2_Alchemy,Removes every harmful effect.
skill1_desc3_Alchemy,Additionally Heals HP by 5% of attack per second for 10 seconds.
skill1_desc4_Alchemy,
skill2_name_Alchemy,Sleeping Potion Spray
skill2_desc1_Alchemy,"Throws a powerful sleeping potion made using alchemy to the ground, forcing all enemies to fall into Sleep for 5 seconds. Sleeping enemies wake up if they get attacked."
skill2_desc2_Alchemy,"If enemies remain asleep until end of its duration, enemy wakes up in Half Asleep status, which decelerates their normal attack and skill casting speeds. Also decreases their Accuracy for 3 seconds."
skill2_desc3_Alchemy,Enemies under Half Asleep status gets their ATK decreased by 15% for 3 seconds.
skill2_desc4_Alchemy,Increases the duration time of Half Asleep to 5 seconds.
skill3_name_Alchemy,Bestseller Energy Drink
skill3_desc1_Alchemy,"Gives an ally with the lowest max HP a bestseller potion to drink, boosting their max HP by 20% for 12 seconds and heals their HP by 10% of ATK per second for its duration."
skill3_desc2_Alchemy,Improves the max HP boost to 30%.
skill3_desc3_Alchemy,
skill3_desc4_Alchemy,
skill4_name_Alchemy,
skill4_desc1_Alchemy,
skill4_desc2_Alchemy,
skill4_desc3_Alchemy,
skill4_desc4_Alchemy,
skill1_name_Rabbit,Uppercut to Groin
skill1_desc1_Rabbit,"Throws a powerful uppercut at an enemy's groin. Deals physical damage equal to 200% of ATK and launches the enemy into the air. After falling back on the ground, the enemy gets Stunned for 3 seconds due to excruciating pain."
skill1_desc2_Rabbit,Increases the damage to 220% of ATK.
skill1_desc3_Rabbit,Increases the damage to 230% and the duration time of Stun to 5 seconds.
skill1_desc4_Rabbit,
skill2_name_Rabbit,"Strike in Solar Plexus "
skill2_desc1_Rabbit,Throws a straight punch at an enemy's solar plexus. Deals physical damage equal to 120% of ATK. Silences the target for 5 seconds due to being unable to breathe properly by the impact.
skill2_desc2_Rabbit,Increases the damage to 130% of ATK.
skill2_desc3_Rabbit,Increases the duration time of Silence to 7 seconds.
skill2_desc4_Rabbit,Increases the damage to 140% of ATK.
skill3_name_Rabbit,Critical Combo
